date,equity,dd,positions,cash,KOSPI,KOSDAQ
2017-08-21,106602183.91,-0.03565907822092995,4,56910927.94,2355.0,640.85
2017-08-25,108758351.49,-0.016154030994479096,3,66478319.99,2378.51,650.27
2017-08-28,108089248.36,-0.02220684816466212,3,66478319.99,2370.3,652.92
2017-09-01,108273883.71,-0.020536606363965815,3,66478319.99,2357.69,661.99
2017-09-04,107494509.97,-0.02758694964282893,3,66478319.99,2329.65,650.89
2017-09-08,108184016.27,-0.021349562034749137,3,66478319.99,2343.72,654.29
2017-09-11,109264119.28,-0.011578772224672407,3,66478319.99,2359.08,656.53
2017-09-15,109851931.47,-0.0062613262930192315,3,66478319.99,2386.07,671.3
2017-09-18,110806462.81,0.0,3,66478319.99,2418.21,675.87
2017-09-22,108833803.35,-0.017802747330564417,1,91081825.01,2388.71,648.95
2017-09-25,109517393.37,-0.0116335221548437,1,91081825.01,2380.4,642.04
2017-09-29,108791078.97,-0.018188323937889717,1,91081825.01,2394.47,652.82
2017-10-06,108791078.97,-0.018188323937889717,1,91081825.01,2394.47,652.82
2017-10-09,108791078.97,-0.018188323937889717,1,91081825.01,2394.47,652.82
2017-10-13,109474668.99,-0.012019098762169111,1,91081825.01,2473.62,663.08
2017-10-16,109068787.42,-0.015682076170769887,1,91081825.01,2480.05,659.41
2017-10-20,108363835.21,-0.022044089650153254,0,108363835.21,2489.54,672.95
2017-10-23,108363835.21,-0.022044089650153254,0,108363835.21,2490.05,675.86
2017-10-27,108363835.21,-0.022044089650153254,0,108363835.21,2496.63,689.97
2017-10-30,108363835.21,-0.022044089650153254,0,108363835.21,2501.93,689.68
2017-11-03,108281682.12,-0.022785500285567695,1,101462975.81,2557.97,701.13
2017-11-06,108445988.3,-0.0213026790147387,1,101462975.81,2549.41,703.79
2017-11-10,108665063.2,-0.019325584047131472,1,101462975.81,2542.95,720.79
2017-11-13,108774600.65,-0.018337036563327858,1,101462975.81,2530.35,741.38
2017-11-17,108884138.1,-0.017348489079524354,1,101462975.81,2533.99,775.85
2017-11-20,109240134.81,-0.014135709779724559,1,101462975.81,2527.67,785.32
2017-11-24,109103213.0,-0.015371394111917125,1,101462975.81,2544.33,792.74
2017-11-27,108938906.82,-0.01685421538274634,1,101462975.81,2507.81,792.8
2017-12-01,108934684.4,-0.01689232164381549,2,90567322.36,2475.41,787.7
2017-12-04,109095096.06,-0.015444647420380875,2,90567322.36,2501.67,782.45
2017-12-08,108229898.58,-0.02325283349598517,4,81495700.95,2464.0,744.06
2017-12-11,108626287.0,-0.019675529339280073,3,85186724.71,2471.49,764.09
2017-12-15,109189035.88,-0.014596864559907607,3,87827405.32,2482.07,771.82
2017-12-18,108896854.81,-0.017233724022708063,3,87827405.32,2481.88,770.5
2017-12-22,109982631.62,-0.007434865883343078,3,87827405.32,2440.54,761.2
2017-12-25,109982631.62,-0.007434865883343078,3,87827405.32,2440.54,761.2
2017-12-29,110510505.12,-0.002670942492835282,3,87827405.32,2467.49,798.42
2018-01-01,110510505.12,-0.002670942492835282,3,87827405.32,2467.49,798.42
2018-01-05,110940188.95,0.0,3,87827405.32,2497.52,828.03
2018-01-08,110545923.62,-0.0035538548629810984,3,87827405.32,2513.28,839.51
2018-01-12,111944712.25,0.0,2,94620060.24,2496.42,873.05
2018-01-15,112257248.89,0.0,2,94620060.24,2503.73,891.61
2018-01-19,110731389.68,-0.01359252275543621,1,100434869.31,2520.26,879.99
2018-01-22,110813542.77,-0.0128606939353616,1,100434869.31,2502.11,873.09
2018-01-26,109800321.35,-0.02188658250842701,1,100434869.31,2574.76,913.12
2018-01-29,109827705.71,-0.02164263959809576,1,100434869.31,2598.19,927.05
2018-02-02,109718168.26,-0.02261841132850151,1,100434869.31,2525.39,899.47
2018-02-05,109526477.72,-0.0243260118789822,1,100434869.31,2491.75,858.22
2018-02-09,109225249.73,-0.027009384159868643,0,109225249.73,2363.77,842.6
2018-02-12,109225249.73,-0.027009384159868643,0,109225249.73,2385.38,843.24
2018-02-16,109225249.73,-0.027009384159868643,0,109225249.73,2421.83,848.03
2018-02-19,109225249.73,-0.027009384159868643,0,109225249.73,2442.82,875.81
2018-02-23,109225249.73,-0.027009384159868643,0,109225249.73,2451.52,874.78
2018-02-26,109225249.73,-0.027009384159868643,0,109225249.73,2457.65,874.43
2018-03-02,109225249.73,-0.027009384159868643,0,109225249.73,2402.16,860.23
2018-03-05,109225249.73,-0.027009384159868643,0,109225249.73,2375.06,845.0
2018-03-09,109225249.73,-0.027009384159868643,0,109225249.73,2459.45,865.8
2018-03-12,109225249.73,-0.027009384159868643,0,109225249.73,2484.12,884.27
2018-03-16,109225249.73,-0.027009384159868643,0,109225249.73,2493.97,894.43
2018-03-19,109225249.73,-0.027009384159868643,0,109225249.73,2475.03,880.97
2018-03-23,109225249.73,-0.027009384159868643,0,109225249.73,2416.76,829.68
2018-03-26,109225249.73,-0.027009384159868643,0,109225249.73,2437.08,853.69
2018-03-30,109225249.73,-0.027009384159868643,0,109225249.73,2445.85,871.09
2018-04-02,109225249.73,-0.027009384159868643,0,109225249.73,2444.16,867.8
2018-04-06,109225249.73,-0.027009384159868643,0,109225249.73,2429.58,867.96
2018-04-09,109225249.73,-0.027009384159868643,0,109225249.73,2444.08,874.44
2018-04-13,109225249.73,-0.027009384159868643,0,109225249.73,2455.07,891.87
2018-04-16,109225249.73,-0.027009384159868643,0,109225249.73,2457.49,896.89
2018-04-20,109225249.73,-0.027009384159868643,0,109225249.73,2476.33,889.17
2018-04-23,109225249.73,-0.027009384159868643,0,109225249.73,2474.11,879.02
2018-04-27,109225249.73,-0.027009384159868643,0,109225249.73,2492.4,886.49
2018-04-30,109225249.73,-0.027009384159868643,0,109225249.73,2515.38,875.95
2018-05-04,109225249.73,-0.027009384159868643,0,109225249.73,2461.38,856.34
2018-05-07,109225249.73,-0.027009384159868643,0,109225249.73,2461.38,856.34
2018-05-11,109225249.73,-0.027009384159868643,0,109225249.73,2477.71,865.93
2018-05-14,109225249.73,-0.027009384159868643,0,109225249.73,2476.11,858.7
2018-05-18,109225249.73,-0.027009384159868643,0,109225249.73,2460.65,869.45
2018-05-21,109225249.73,-0.027009384159868643,0,109225249.73,2465.57,872.96
2018-05-25,109225249.73,-0.027009384159868643,0,109225249.73,2460.8,868.35
2018-05-28,109225249.73,-0.027009384159868643,0,109225249.73,2478.96,879.69
2018-06-01,109225249.73,-0.027009384159868643,0,109225249.73,2438.96,883.22
2018-06-04,109225249.73,-0.027009384159868643,0,109225249.73,2447.76,877.44
2018-06-08,109225249.73,-0.027009384159868643,0,109225249.73,2451.58,878.48
2018-06-11,109225249.73,-0.027009384159868643,0,109225249.73,2470.15,876.55
2018-06-15,109225249.73,-0.027009384159868643,0,109225249.73,2404.04,866.22
2018-06-18,109225249.73,-0.027009384159868643,0,109225249.73,2376.24,840.23
2018-06-22,109225249.73,-0.027009384159868643,0,109225249.73,2357.22,830.27
2018-06-25,109225249.73,-0.027009384159868643,0,109225249.73,2357.88,836.0
2018-06-29,109225249.73,-0.027009384159868643,0,109225249.73,2326.13,818.22
2018-07-02,109225249.73,-0.027009384159868643,0,109225249.73,2271.54,789.82
2018-07-06,109225249.73,-0.027009384159868643,0,109225249.73,2272.87,808.89
2018-07-09,109225249.73,-0.027009384159868643,0,109225249.73,2285.8,808.28
2018-07-13,109225249.73,-0.027009384159868643,0,109225249.73,2310.9,827.89
2018-07-16,109225249.73,-0.027009384159868643,0,109225249.73,2301.99,825.71
2018-07-20,109225249.73,-0.027009384159868643,0,109225249.73,2289.19,791.61
2018-07-23,109225249.73,-0.027009384159868643,0,109225249.73,2269.31,756.96
2018-07-27,109225249.73,-0.027009384159868643,0,109225249.73,2294.99,773.98
2018-07-30,109225249.73,-0.027009384159868643,0,109225249.73,2293.51,769.8
2018-08-03,109225249.73,-0.027009384159868643,0,109225249.73,2287.68,788.81
2018-08-06,109225249.73,-0.027009384159868643,0,109225249.73,2286.5,781.41
2018-08-10,109225249.73,-0.027009384159868643,0,109225249.73,2282.79,784.81
2018-08-13,109225249.73,-0.027009384159868643,0,109225249.73,2248.45,755.65
2018-08-17,109225249.73,-0.027009384159868643,0,109225249.73,2247.05,772.3
2018-08-20,109225249.73,-0.027009384159868643,0,109225249.73,2247.88,769.78
2018-08-24,109225249.73,-0.027009384159868643,0,109225249.73,2293.21,798.23
2018-08-27,109225249.73,-0.027009384159868643,0,109225249.73,2299.3,801.04
2018-08-31,109225249.73,-0.027009384159868643,0,109225249.73,2322.88,816.97
2018-09-03,109225249.73,-0.027009384159868643,0,109225249.73,2307.03,816.84
2018-09-07,109225249.73,-0.027009384159868643,0,109225249.73,2281.58,818.86
2018-09-10,109225249.73,-0.027009384159868643,0,109225249.73,2288.66,816.16
2018-09-14,109225249.73,-0.027009384159868643,0,109225249.73,2318.25,834.91
2018-09-17,109225249.73,-0.027009384159868643,0,109225249.73,2303.01,828.88
2018-09-21,109225249.73,-0.027009384159868643,0,109225249.73,2339.17,827.84
2018-09-24,109225249.73,-0.027009384159868643,0,109225249.73,2339.17,827.84
2018-09-28,109225249.73,-0.027009384159868643,0,109225249.73,2343.07,822.27
2018-10-01,109225249.73,-0.027009384159868643,0,109225249.73,2338.88,816.53
2018-10-05,109225249.73,-0.027009384159868643,0,109225249.73,2267.52,773.7
2018-10-08,109225249.73,-0.027009384159868643,0,109225249.73,2253.83,767.15
2018-10-12,109225249.73,-0.027009384159868643,0,109225249.73,2161.85,731.5
2018-10-15,109225249.73,-0.027009384159868643,0,109225249.73,2145.12,718.87
2018-10-19,109225249.73,-0.027009384159868643,0,109225249.73,2156.26,740.48
2018-10-22,109225249.73,-0.027009384159868643,0,109225249.73,2161.71,744.15
2018-10-26,109225249.73,-0.027009384159868643,0,109225249.73,2027.15,663.07
2018-10-29,109225249.73,-0.027009384159868643,0,109225249.73,1996.05,629.7
2018-11-02,109220237.09,-0.02705403731188838,2,98996387.19,2096.0,690.65
2018-11-05,108729855.32,-0.03142241240435595,2,98996387.19,2076.92,691.94
2018-11-09,108502902.47,-0.03344413351585751,1,104158151.81,2086.09,687.29
2018-11-12,108614582.09,-0.03244927909795314,1,104158151.81,2080.44,670.82
2018-11-16,108375008.63,-0.03458342600043751,1,104158151.81,2092.4,690.18
2018-11-19,108582649.99,-0.03273373377963962,1,104158151.81,2100.56,702.13
2018-11-23,108502902.47,-0.03344413351585751,1,104158151.81,2057.48,683.06
2018-11-26,108566766.67,-0.03287522415248456,1,104158151.81,2083.02,695.36
2018-11-30,108067037.62,-0.03732686584993683,0,108067037.62,2096.86,695.76
2018-12-03,108067037.62,-0.03732686584993683,0,108067037.62,2131.93,709.46
2018-12-07,108067037.62,-0.03732686584993683,0,108067037.62,2075.76,685.33
2018-12-10,108067037.62,-0.03732686584993683,0,108067037.62,2053.79,670.39
2018-12-14,108067037.62,-0.03732686584993683,0,108067037.62,2069.38,666.34
2018-12-17,108067037.62,-0.03732686584993683,0,108067037.62,2071.09,661.9
2018-12-21,108067037.62,-0.03732686584993683,0,108067037.62,2061.49,673.64
2018-12-24,108067037.62,-0.03732686584993683,0,108067037.62,2055.01,669.79
2018-12-28,108067037.62,-0.03732686584993683,0,108067037.62,2041.04,675.65
2018-12-31,108067037.62,-0.03732686584993683,0,108067037.62,2041.04,675.65
2019-01-04,108067037.62,-0.03732686584993683,0,108067037.62,2010.25,664.49
2019-01-07,108067037.62,-0.03732686584993683,0,108067037.62,2037.1,672.84
2019-01-11,108067037.62,-0.03732686584993683,0,108067037.62,2075.57,686.33
2019-01-14,108067037.62,-0.03732686584993683,0,108067037.62,2064.52,683.09
2019-01-18,108067037.62,-0.03732686584993683,0,108067037.62,2124.28,696.34
2019-01-21,108067037.62,-0.03732686584993683,0,108067037.62,2124.61,695.62
2019-01-25,108067037.62,-0.03732686584993683,0,108067037.62,2177.73,711.38
2019-01-28,108067037.62,-0.03732686584993683,0,108067037.62,2177.3,714.26
2019-02-01,108067037.62,-0.03732686584993683,0,108067037.62,2203.46,716.92
2019-02-04,108067037.62,-0.03732686584993683,0,108067037.62,2203.46,716.92
2019-02-08,108067037.62,-0.03732686584993683,0,108067037.62,2177.05,728.74
2019-02-11,108067037.62,-0.03732686584993683,0,108067037.62,2180.73,733.47
2019-02-15,108067037.62,-0.03732686584993683,0,108067037.62,2196.09,738.66
2019-02-18,108067037.62,-0.03732686584993683,0,108067037.62,2210.89,745.33
2019-02-22,108067037.62,-0.03732686584993683,0,108067037.62,2230.5,743.38
2019-02-25,108067037.62,-0.03732686584993683,0,108067037.62,2232.56,750.4
2019-03-01,108067037.62,-0.03732686584993683,0,108067037.62,2195.44,731.25
2019-03-04,108067037.62,-0.03732686584993683,0,108067037.62,2190.66,748.07
2019-03-08,108067037.62,-0.03732686584993683,0,108067037.62,2137.44,735.97
2019-03-11,108067037.62,-0.03732686584993683,0,108067037.62,2138.1,739.09
2019-03-15,108067037.62,-0.03732686584993683,0,108067037.62,2176.11,748.36
2019-03-18,108067037.62,-0.03732686584993683,0,108067037.62,2179.49,753.13
2019-03-22,108067037.62,-0.03732686584993683,0,108067037.62,2186.95,743.97
2019-03-25,108067037.62,-0.03732686584993683,0,108067037.62,2144.86,727.21
2019-03-29,108067037.62,-0.03732686584993683,0,108067037.62,2140.67,729.31
2019-04-01,108067037.62,-0.03732686584993683,0,108067037.62,2168.28,736.81
2019-04-05,108067037.62,-0.03732686584993683,0,108067037.62,2209.61,751.71
2019-04-08,108067037.62,-0.03732686584993683,0,108067037.62,2210.6,751.92
2019-04-12,108067037.62,-0.03732686584993683,0,108067037.62,2233.45,767.85
2019-04-15,108067037.62,-0.03732686584993683,0,108067037.62,2242.88,766.75
2019-04-19,108067037.62,-0.03732686584993683,0,108067037.62,2216.15,762.57
2019-04-22,108067037.62,-0.03732686584993683,0,108067037.62,2216.65,762.01
2019-04-26,108067037.62,-0.03732686584993683,0,108067037.62,2179.31,741.0
2019-04-29,108067037.62,-0.03732686584993683,0,108067037.62,2216.43,750.6
2019-05-03,108067037.62,-0.03732686584993683,0,108067037.62,2196.32,761.82
2019-05-06,108067037.62,-0.03732686584993683,0,108067037.62,2196.32,761.82
2019-05-10,108067037.62,-0.03732686584993683,0,108067037.62,2108.04,722.62
2019-05-13,108067037.62,-0.03732686584993683,0,108067037.62,2079.01,708.8
2019-05-17,108067037.62,-0.03732686584993683,0,108067037.62,2055.8,714.13
2019-05-20,108067037.62,-0.03732686584993683,0,108067037.62,2055.71,702.08
2019-05-24,108067037.62,-0.03732686584993683,0,108067037.62,2045.31,690.03
2019-05-27,108067037.62,-0.03732686584993683,0,108067037.62,2044.21,689.67
2019-05-31,108067037.62,-0.03732686584993683,0,108067037.62,2041.74,696.47
2019-06-03,108067037.62,-0.03732686584993683,0,108067037.62,2067.85,697.5
2019-06-07,108067037.62,-0.03732686584993683,0,108067037.62,2072.33,716.53
2019-06-10,108067037.62,-0.03732686584993683,0,108067037.62,2099.49,721.14
2019-06-14,108067037.62,-0.03732686584993683,0,108067037.62,2095.41,722.25
2019-06-17,108067037.62,-0.03732686584993683,0,108067037.62,2090.73,719.13
2019-06-21,108067037.62,-0.03732686584993683,0,108067037.62,2125.62,722.64
2019-06-24,108067037.62,-0.03732686584993683,0,108067037.62,2126.33,717.69
2019-06-28,108067037.62,-0.03732686584993683,0,108067037.62,2130.62,690.53
2019-07-01,108067037.62,-0.03732686584993683,0,108067037.62,2129.74,696.0
2019-07-05,108067037.62,-0.03732686584993683,0,108067037.62,2110.59,694.17
2019-07-08,108067037.62,-0.03732686584993683,0,108067037.62,2064.17,668.72
2019-07-12,108067037.62,-0.03732686584993683,0,108067037.62,2086.66,681.17
2019-07-15,108067037.62,-0.03732686584993683,0,108067037.62,2082.48,674.79
2019-07-19,108067037.62,-0.03732686584993683,0,108067037.62,2094.36,674.06
2019-07-22,108067037.62,-0.03732686584993683,0,108067037.62,2093.34,674.78
2019-07-26,108067037.62,-0.03732686584993683,0,108067037.62,2066.26,644.59
2019-07-29,108067037.62,-0.03732686584993683,0,108067037.62,2029.48,618.78
2019-08-02,108067037.62,-0.03732686584993683,0,108067037.62,1998.13,615.7
2019-08-05,108067037.62,-0.03732686584993683,0,108067037.62,1946.98,569.79
2019-08-09,108067037.62,-0.03732686584993683,0,108067037.62,1937.75,590.04
2019-08-12,108067037.62,-0.03732686584993683,0,108067037.62,1942.29,594.17
2019-08-16,108067037.62,-0.03732686584993683,0,108067037.62,1927.17,591.57
2019-08-19,108067037.62,-0.03732686584993683,0,108067037.62,1939.9,594.65
2019-08-23,108067037.62,-0.03732686584993683,0,108067037.62,1948.3,608.98
2019-08-26,108067037.62,-0.03732686584993683,0,108067037.62,1916.31,582.91
2019-08-30,108067037.62,-0.03732686584993683,0,108067037.62,1967.79,610.55
2019-09-02,108067037.62,-0.03732686584993683,0,108067037.62,1969.19,619.81
2019-09-06,108067037.62,-0.03732686584993683,0,108067037.62,2009.13,631.15
2019-09-09,108067037.62,-0.03732686584993683,0,108067037.62,2019.55,625.77
2019-09-13,108067037.62,-0.03732686584993683,0,108067037.62,2049.2,630.37
2019-09-16,108067037.62,-0.03732686584993683,0,108067037.62,2062.22,638.59
2019-09-20,108067037.62,-0.03732686584993683,0,108067037.62,2091.52,649.07
2019-09-23,108067037.62,-0.03732686584993683,0,108067037.62,2091.7,645.01
2019-09-27,108067037.62,-0.03732686584993683,0,108067037.62,2049.93,626.93
2019-09-30,108067037.62,-0.03732686584993683,0,108067037.62,2063.05,621.76
2019-10-04,107991960.29,-0.03799566301664414,1,97260333.86,2020.69,621.84
2019-10-07,107415464.91,-0.04313114767977644,1,97260333.86,2021.73,627.21
2019-10-11,107202501.32,-0.04502825091458562,0,107202501.32,2044.61,632.95
2019-10-14,107202501.32,-0.04502825091458562,0,107202501.32,2067.4,641.46
2019-10-18,107202501.32,-0.04502825091458562,0,107202501.32,2060.69,646.69
2019-10-21,107202501.32,-0.04502825091458562,0,107202501.32,2064.84,649.18
2019-10-25,107202501.32,-0.04502825091458562,0,107202501.32,2087.89,652.37
2019-10-28,107202501.32,-0.04502825091458562,0,107202501.32,2093.6,652.42
2019-11-01,107202501.32,-0.04502825091458562,0,107202501.32,2100.2,662.34
2019-11-04,107202501.32,-0.04502825091458562,0,107202501.32,2130.24,668.45
2019-11-08,107202501.32,-0.04502825091458562,0,107202501.32,2137.23,664.6
2019-11-11,107202501.32,-0.04502825091458562,0,107202501.32,2124.09,661.37
2019-11-15,107202501.32,-0.04502825091458562,0,107202501.32,2162.18,668.51
2019-11-18,107202501.32,-0.04502825091458562,0,107202501.32,2160.69,669.34
2019-11-22,107202501.32,-0.04502825091458562,0,107202501.32,2101.96,633.92
2019-11-25,107202501.32,-0.04502825091458562,0,107202501.32,2123.5,647.4
2019-11-29,107202501.32,-0.04502825091458562,0,107202501.32,2087.96,632.99
2019-12-02,107202501.32,-0.04502825091458562,0,107202501.32,2091.92,634.5
2019-12-06,107202501.32,-0.04502825091458562,0,107202501.32,2081.85,628.1
2019-12-09,107202501.32,-0.04502825091458562,0,107202501.32,2088.65,627.86
2019-12-13,107202501.32,-0.04502825091458562,0,107202501.32,2170.25,643.45
2019-12-16,107202501.32,-0.04502825091458562,0,107202501.32,2168.15,644.44
2019-12-20,107202501.32,-0.04502825091458562,0,107202501.32,2204.18,649.73
2019-12-23,107202501.32,-0.04502825091458562,0,107202501.32,2203.71,647.62
2019-12-27,107202501.32,-0.04502825091458562,0,107202501.32,2204.21,661.24
2019-12-30,107202501.32,-0.04502825091458562,0,107202501.32,2197.67,669.83
2020-01-03,107202501.32,-0.04502825091458562,0,107202501.32,2176.46,669.93
2020-01-06,107202501.32,-0.04502825091458562,0,107202501.32,2155.07,655.31
2020-01-10,107202501.32,-0.04502825091458562,0,107202501.32,2206.39,673.03
2020-01-13,107202501.32,-0.04502825091458562,0,107202501.32,2229.26,679.22
2020-01-17,107202501.32,-0.04502825091458562,0,107202501.32,2250.57,688.41
2020-01-20,107202501.32,-0.04502825091458562,0,107202501.32,2262.64,683.47
2020-01-24,107202501.32,-0.04502825091458562,0,107202501.32,2246.13,685.57
2020-01-27,107202501.32,-0.04502825091458562,0,107202501.32,2246.13,685.57
2020-01-31,107202501.32,-0.04502825091458562,0,107202501.32,2119.01,642.48
2020-02-03,107202501.32,-0.04502825091458562,0,107202501.32,2118.88,646.85
2020-02-07,107238292.29,-0.044709420991761784,1,100485727.74,2211.95,672.63
2020-02-10,107417247.19,-0.04311527093223777,1,100485727.74,2201.07,676.07
2020-02-14,107679714.36,-0.040777184326737714,1,100485727.74,2243.59,688.91
2020-02-17,107608132.4,-0.04141484435054721,1,100485727.74,2242.17,692.59
2020-02-21,107118989.03,-0.045772187638723816,1,100485727.74,2162.84,667.99
2020-02-24,106928103.82,-0.04747261422041438,1,100485727.74,2079.04,639.29
2020-02-28,106665159.43,-0.049814951954502584,0,106665159.43,1987.01,610.73
2020-03-02,106665159.43,-0.049814951954502584,0,106665159.43,2002.51,627.66
2020-03-06,106665159.43,-0.049814951954502584,0,106665159.43,2040.22,642.72
2020-03-09,106665159.43,-0.049814951954502584,0,106665159.43,1954.77,614.6
2020-03-13,106665159.43,-0.049814951954502584,0,106665159.43,1771.44,524.0
2020-03-16,106665159.43,-0.049814951954502584,0,106665159.43,1714.86,504.51
2020-03-20,106665159.43,-0.049814951954502584,0,106665159.43,1566.15,467.75
2020-03-23,106665159.43,-0.049814951954502584,0,106665159.43,1482.46,443.76
2020-03-27,106330617.57,-0.05279508787719778,2,98347540.99,1717.73,522.83
2020-03-30,106278803.81,-0.053256650587065746,4,87365254.34,1717.12,542.11
2020-04-03,106095417.6,-0.05489027524661627,3,93067769.96,1725.44,573.01
