ticker,name,entry_date,entry_type,entry_price,shares,entry_rs,ca_pass,exit_date,exit_price,exit_reason,pnl_%,pnl_$,hold_days
145020.KQ,휴젤,2025-03-24,regular,331000,49.1194,96,Y,2025-06-05,327000.0,RS하락(82),-1.21,-196477.56,73
272210.KS,한화시스템,2025-06-02,regular,45500,269.1277,99,Y,2025-06-09,41860.0,손절(-8%),-8.0,-979624.9,7
298380.KQ,에이비엘바이오,2025-06-10,regular,79200,147.1829,99,N,2025-06-13,72864.0,손절(-8%),-8.0,-932551.05,3
214450.KQ,파마리서치,2025-06-02,regular,457000,31.867,99,Y,2025-06-17,420440.0,손절(-8%),-8.0,-1165058.37,15
052690.KS,한전기술,2025-06-17,regular,107600,117.2737,96,Y,2025-06-17,98992.0,손절(-8%),-8.0,-1009492.29,0
012450.KS,한화에어로스페이스,2025-06-02,regular,822000,16.4456,99,Y,2025-06-24,895000.0,21EMA이탈(+9%),8.88,1200525.17,22
042660.KS,한화오션,2025-06-02,regular,77600,232.917,99,Y,2025-06-25,82500.0,21EMA이탈(+6%),6.31,1141293.09,23
278470.KS,에이피알,2025-06-02,regular,118400,105.9717,99,Y,2025-07-04,137800.0,21EMA이탈(+16%),16.39,2055850.91,32
083650.KQ,비에이치아이,2025-06-02,regular,33500,246.8448,99,Y,2025-07-01,39700.0,21EMA이탈(+19%),18.51,1530437.98,29
064350.KS,현대로템,2025-06-02,regular,149600,80.7707,99,Y,2025-07-04,180600.0,21EMA이탈(+21%),20.72,2503892.36,32
079550.KS,LIG넥스원,2025-06-09,regular,445500,29.485,99,Y,2025-07-03,516000.0,21EMA이탈(+16%),15.82,2078692.11,24
257720.KQ,실리콘투,2025-06-17,regular,54400,198.0296,96,Y,2025-07-04,50048.0,손절(-8%),-8.0,-861824.93,17
015760.KS,한국전력공사,2025-06-30,regular,38750,373.2408,97,Y,2025-07-02,35650.0,손절(-8%),-8.0,-1157046.34,2
402340.KS,SK스퀘어,2025-06-23,regular,158200,101.7381,96,Y,2025-07-17,158900.0,21EMA이탈(+0%),0.44,71216.65,24
071050.KS,한국금융지주,2025-06-17,regular,126800,151.2887,96,Y,2025-07-28,141100.0,21EMA이탈(+11%),11.28,2163428.87,41
298380.KQ,에이비엘바이오,2025-07-21,regular,73100,168.026,96,N,2025-07-30,73800.0,21EMA이탈(+1%),0.96,117618.19,9
103140.KS,풍산,2025-06-17,regular,102700,166.6304,97,N,2025-08-08,122000.0,50EMA이탈(+19%),18.79,3215967.46,52
000880.KS,한화,2025-06-02,regular,73500,182.5308,99,N,2025-08-11,83600.0,50EMA이탈(+14%),13.74,1843561.49,70
103590.KS,일진전기,2025-08-04,regular,40650,386.9793,96,Y,2025-08-13,37398.0,손절(-8%),-8.0,-1258456.55,9
475150.KS,SK이터닉스,2025-07-07,regular,23650,395.2578,97,Y,2025-08-21,21758.0,손절(-8%),-8.0,-747827.68,45
267250.KS,HD현대,2025-07-14,regular,134700,97.587,96,N,2025-08-20,123924.0,손절(-8%),-8.0,-1051597.41,37
017960.KS,한국카본,2025-07-21,regular,26600,587.7562,97,N,2025-08-20,29550.0,21EMA이탈(+11%),11.09,1733880.86,30
039030.KQ,이오테크닉스,2025-08-11,regular,235000,66.5918,97,N,2025-08-19,216200.0,손절(-8%),-8.0,-1251925.8,8
035720.KS,카카오,2025-08-18,regular,64800,294.9109,96,N,2025-09-01,59616.0,손절(-8%),-8.0,-1528818.22,14
240810.KQ,원익IPS,2025-08-18,regular,41300,367.1412,98,N,2025-09-03,37700.0,손절(갭-9%),-8.72,-1321708.3,16
042660.KS,한화오션,2025-07-14,regular,76800,173.5414,96,Y,2025-10-14,103100.0,50EMA이탈(+34%),34.24,4564138.76,92
100840.KS,SNT에너지,2025-10-13,regular,54500,240.4758,99,Y,2025-10-16,50140.0,손절(-8%),-8.0,-1048474.35,3
278470.KS,에이피알,2025-10-13,regular,252500,66.864,99,Y,2025-10-20,232300.0,손절(-8%),-8.0,-1350652.69,7
083650.KQ,비에이치아이,2025-10-13,regular,53500,241.0524,99,Y,2025-10-21,49220.0,손절(-8%),-8.0,-1031704.49,8
033500.KQ,동성화인텍,2025-08-19,regular,29500,516.4362,96,Y,2025-10-24,30650.0,RS하락(84),3.9,593901.64,66
101490.KQ,에스앤에스텍,2025-08-04,regular,48950,384.5816,97,Y,2025-10-28,56000.0,21EMA이탈(+14%),14.4,2711300.41,85
071970.KS,HD현대마린엔진,2025-07-14,regular,46400,233.6909,97,Y,2025-11-05,86600.0,50EMA이탈(+87%),86.64,9394374.33,114
329180.KS,HD현대중공업,2025-08-04,regular,466000,40.3586,96,Y,2025-11-05,528000.0,21EMA이탈(+13%),13.3,2502231.04,93
437730.KQ,삼현,2025-10-14,regular,27850,315.913,99,Y,2025-11-06,28500.0,21EMA이탈(+2%),2.33,205343.44,23
336260.KS,두산퓨얼셀,2025-11-03,regular,43150,301.5192,98,Y,2025-11-05,39698.0,손절(-8%),-8.0,-1040844.42,2
010140.KS,삼성중공업,2025-11-03,regular,29900,640.5424,97,Y,2025-11-05,27508.0,손절(-8%),-8.0,-1532177.32,2
067310.KQ,하나마이크론,2025-10-13,regular,23400,547.6873,99,N,2025-11-10,24350.0,21EMA이탈(+4%),4.06,520302.91,28
084370.KQ,유진테크,2025-10-27,regular,91100,155.4439,99,N,2025-11-17,83812.0,손절(-8%),-8.0,-1132875.27,21
240810.KQ,원익IPS,2025-10-13,regular,54600,288.295,99,N,2025-11-18,62100.0,21EMA이탈(+14%),13.74,2162212.82,36
010120.KS,엘에스일렉트릭,2025-11-03,regular,89800,221.1552,96,Y,2025-11-21,88200.0,21EMA이탈(-2%),-1.78,-353848.35,18
064760.KQ,티씨케이,2025-11-17,regular,159700,86.7037,96,N,2025-11-21,146924.0,손절(-8%),-8.0,-1107726.09,4
298040.KS,효성중공업,2025-10-13,regular,1480000,12.9981,99,Y,2025-12-01,1806000.0,50EMA이탈(+22%),22.03,4237390.36,49
249420.KS,일동제약,2025-11-17,regular,29450,338.3647,97,Y,2025-12-02,27094.0,손절(-8%),-8.0,-797187.34,15
083650.KQ,비에이치아이,2025-12-08,regular,58000,255.9708,98,Y,2025-12-08,53360.0,손절(-8%),-8.0,-1187704.63,0
066970.KS,엘앤에프,2025-11-24,regular,120600,80.6904,97,N,2025-12-18,110952.0,손절(-8%),-8.0,-778500.56,24
095610.KQ,테스,2026-01-05,regular,56600,330.5342,97,N,2026-01-05,52072.0,손절(-8%),-8.0,-1496658.81,0
204320.KS,HL만도,2026-01-05,regular,64100,179.3238,96,Y,2026-01-06,58972.0,손절(-8%),-8.0,-919572.62,1
310210.KQ,보로노이,2026-01-12,regular,225500,52.9264,96,N,2026-01-13,207460.0,손절(-8%),-8.0,-954792.3,1
166090.KQ,하나머티리얼즈,2026-02-02,regular,63500,169.6547,96,N,2026-02-06,58420.0,손절(-8%),-8.0,-861846.06,4
058470.KQ,리노공업,2026-02-02,regular,100700,154.8985,96,N,2026-02-06,92644.0,손절(-8%),-8.0,-1247862.19,4
064760.KQ,티씨케이,2026-02-02,regular,221000,50.8909,96,N,2026-02-05,194400.0,손절(갭-12%),-12.04,-1353697.41,3
015760.KS,한국전력공사,2025-11-24,regular,49100,285.1353,97,Y,2026-02-27,58500.0,21EMA이탈(+19%),19.14,2680272.01,95
071050.KS,한국금융지주,2026-02-19,regular,278500,53.5245,96,Y,2026-02-27,256220.0,손절(-8%),-8.0,-1192526.64,8
041140.KS,넥슨지티,2022-03-21,regular,22850,288.5969,98,N,2022-04-14,25400.0,RS하락(86),11.16,735922.06,24
083650.KQ,비에이치아이,2026-02-10,regular,77200,137.9941,96,Y,2026-03-04,74500.0,21EMA이탈(-3%),-3.5,-372584.12,22
310210.KQ,보로노이,2026-03-09,regular,302500,32.512,96,N,2026-03-23,300000.0,21EMA이탈(-1%),-0.83,-81280.0,14
001430.KS,세아베스틸지주,2026-03-16,regular,70000,164.2153,97,N,2026-03-23,62600.0,손절(갭-11%),-10.57,-1215193.11,7
475150.KS,SK이터닉스,2026-03-23,regular,58600,189.6609,98,Y,2026-03-23,53912.0,손절(-8%),-8.0,-889130.17,0
420770.KQ,기가비스,2026-03-09,regular,67000,146.1683,97,Y,2026-03-24,70000.0,21EMA이탈(+4%),4.48,438504.94,15
278470.KS,에이피알,2026-03-23,regular,346000,38.4554,96,Y,2026-03-26,318320.0,손절(-8%),-8.0,-1064444.83,3
005380.KS,현대자동차,2026-01-19,regular,420000,42.8315,96,N,2026-03-30,469500.0,50EMA이탈(+12%),11.79,2120161.32,70
083650.KQ,비에이치아이,2026-03-09,regular,96500,130.7764,98,Y,2026-03-30,88700.0,손절(갭-8%),-8.08,-1020056.16,21
131290.KQ,티에스이,2026-03-23,regular,114600,96.9744,97,N,2026-03-30,103100.0,손절(갭-10%),-10.03,-1115205.93,7
039030.KQ,이오테크닉스,2026-04-13,regular,437000,26.1184,96,Y,2026-04-30,468000.0,21EMA이탈(+7%),7.09,809671.12,17
006110.KS,삼아알미늄,2026-04-27,regular,70500,130.4138,98,N,2026-04-30,64860.0,손절(-8%),-8.0,-735533.61,3
171090.KQ,선익시스템,2026-04-27,regular,115800,97.4992,97,Y,2026-04-29,105700.0,손절(갭-9%),-8.72,-984741.45,2
058470.KQ,리노공업,2026-04-06,regular,109200,109.7893,96,Y,2026-05-08,112600.0,RS하락(86),3.11,373283.61,32
000720.KS,현대건설,2025-12-15,regular,70700,198.0974,96,N,2026-05-12,156000.0,50EMA이탈(+121%),120.65,16897708.29,148
298040.KS,효성중공업,2026-04-27,regular,3999000,5.3222,98,Y,2026-05-15,3679080.0,손절(-8%),-8.0,-1702691.13,18
103590.KS,일진전기,2026-05-04,regular,131200,153.0708,96,Y,2026-05-15,120704.0,손절(-8%),-8.0,-1606631.42,11
124500.KQ,아이티센글로벌,2026-05-04,regular,57900,262.169,96,Y,2026-05-12,53268.0,손절(-8%),-8.0,-1214366.63,8
062040.KS,산일전기,2026-05-11,regular,328500,48.6194,96,Y,2026-05-12,302220.0,손절(-8%),-8.0,-1277717.09,1
368770.KQ,파이버프로,2026-05-12,regular,25200,411.2354,97,Y,2026-05-12,23184.0,손절(-8%),-8.0,-829050.56,0
083450.KQ,GST,2026-05-12,regular,68100,280.2533,96,Y,2026-05-12,62652.0,손절(-8%),-8.0,-1526819.94,0
295310.KQ,에이치브이엠,2026-05-19,regular,124700,118.4456,98,Y,2026-05-19,114724.0,손절(-8%),-8.0,-1181612.89,0
218410.KQ,RFHIC,2026-05-19,regular,97400,114.7059,98,Y,2026-05-20,89608.0,손절(-8%),-8.0,-893787.99,1
033240.KS,자화전자,2026-05-19,regular,51500,260.9469,97,N,2026-05-19,47380.0,손절(-8%),-8.0,-1075101.36,0
066570.KS,LG전자,2026-05-19,regular,209500,70.7571,97,N,2026-05-19,192740.0,손절(-8%),-8.0,-1185889.02,0
067310.KQ,하나마이크론,2026-05-19,regular,48750,278.9999,97,Y,2026-05-28,44850.0,손절(-8%),-8.0,-1088099.47,9
322000.KS,HD현대에너지솔루션,2026-03-16,regular,122800,60.3401,98,N,2026-06-02,163100.0,50EMA이탈(+33%),32.82,2431707.49,78
089970.KQ,브이엠,2026-05-19,regular,54000,236.8911,97,Y,2026-06-01,55800.0,21EMA이탈(+3%),3.33,426404.01,13
034730.KS,SK,2026-06-01,regular,661000,26.1481,97,N,2026-06-05,608120.0,손절(-8%),-8.0,-1382710.26,4
000150.KS,두산,2026-06-01,regular,2145000,8.1857,96,N,2026-06-02,1973400.0,손절(-8%),-8.0,-1404668.96,1
082920.KQ,비츠로셀,2026-03-30,regular,33150,273.4656,97,Y,2026-06-08,47300.0,50EMA이탈(+43%),42.68,3869537.99,70
000500.KS,가온전선,2026-05-04,regular,134197,109.488,97,Y,2026-06-12,140032.0,50EMA이탈(+4%),4.35,638862.44,39
005935.KS,삼성전자우,2026-06-01,regular,203500,90.9455,97,Y,2026-06-08,181000.0,손절(갭-11%),-11.06,-2046274.57,7
032830.KS,삼성생명,2026-06-01,regular,387000,50.2239,96,Y,2026-06-08,350000.0,손절(갭-10%),-9.56,-1858285.69,7
356860.KQ,티엘비,2026-04-20,regular,38714,264.2221,96,Y,2026-06-18,45307.0,50EMA이탈(+17%),17.03,1742016.57,59
084370.KQ,유진테크,2026-06-15,regular,191000,65.1973,98,N,2026-06-16,175720.0,손절(-8%),-8.0,-996215.24,1
023530.KS,롯데쇼핑,2026-06-15,regular,192600,84.0119,97,N,2026-06-19,177192.0,손절(-8%),-8.0,-1294455.76,4
095340.KQ,ISC,2026-06-15,regular,228000,53.813,96,Y,2026-06-15,209760.0,손절(-8%),-8.0,-981549.03,0
085620.KS,미래에셋생명,2026-06-15,regular,28200,468.2893,98,N,2026-06-22,25944.0,손절(-8%),-8.0,-1056460.64,7
281820.KS,케이씨텍,2026-06-22,regular,83800,149.2671,97,Y,2026-06-26,77096.0,손절(-8%),-8.0,-1000686.95,4
006260.KS,LS,2026-06-22,regular,403000,27.7693,96,N,2026-06-23,370760.0,손절(-8%),-8.0,-895280.89,1
005930.KS,삼성전자,2026-04-27,regular,220000,92.7767,97,Y,2026-07-02,286000.0,50EMA이탈(+30%),30.0,6123261.67,66
009150.KS,삼성전기,2025-12-08,regular,265000,64.1564,96,N,2026-07-08,1479000.0,50EMA이탈(+458%),458.11,77885918.73,212
095610.KQ,테스,2026-04-13,regular,79700,157.5298,97,Y,2026-07-08,135700.0,50EMA이탈(+70%),70.26,8821671.29,86
080220.KQ,제주반도체,2026-04-20,regular,43000,320.612,96,N,2026-07-06,89300.0,50EMA이탈(+108%),107.67,14844336.05,77
004170.KS,신세계,2026-06-08,regular,600000,26.0809,98,N,2026-07-06,690000.0,21EMA이탈(+15%),15.0,2347277.62,28
